,Gender Identity,Income Range,Racial Or Ethnic Identity,Education Level,Age Range,Favorite Mobile Gaming Genres,Mobile Gaming Frequency,Explanation
346,Male,$61-100k,White,Vocational Training,25-34,Action; Adventure; Role Playing; Simulation,,I like the castle and the shadows added more in Option A. It makes the image feel more complete and full. The trees look off in Option B
347,Male,$61-100k,White,Bachelor's Degree,35-44,Word; Puzzle; Strategy; Adventure; Action,,i think the highlighted edges of the background make it easier to see and makes the whole picture crisper and cleaner
348,Male,$61-100k,Hispanic,Bachelor's Degree,25-34,Strategy; Sports; Action; Role Playing; Racing,,I like the colors and details of the background in this one much more than the other one. The other one just looks too fake with those colors and rigid lines on the trees leaves.
349,Male,$101k+,White,Bachelor's Degree,35-44,Action; Sports; Adventure; Strategy; Role Playing,,I think the lighting in A looks a bit more natural and less confusing. I especially do not like the shadows under the concrete in B given the flat art style. I think the lighting in A is entirely more consistent with the art style. I also hate the stroking effect around the vegetation in B.
350,Male,$31-60k,White,Bachelor's Degree,45-54,Puzzle; Action; Adventure; Strategy; Music,,C because of the shadowing which makes it more realistic of a feel.
351,Male,$0-30k,White,Bachelor's Degree,65+,Card,,"""C"" looks the easiest.  ""B"" and ""A"" are very similar."
352,Male,$0-30k,White,High School,25-34,Board,,I like option b the best because colors are brighter that grabs my attention
353,Male,$0-30k,Other,Bachelor's Degree,25-34,Action; Adventure; Arcade; Role Playing; Puzzle,,I like the brightness of C. A looks the most realistic though. B is neither of these things.
354,Male,$61-100k,White,Bachelor's Degree,35-44,Arcade; Casino; Puzzle; Sports; Word,,"In my honest opinion, the slight differences in the trees in background do not make any difference. None of them stand out over the other. If the character to a different maybe, but the difference is so minute it__ barely noticeable"
355,Male,$0-30k,Hispanic,Vocational Training,25-34,Strategy; Role Playing; Action,,"I like the darker skies in the background, contrasts well with the castle"
356,Male,$31-60k,White,High School,25-34,Strategy; Word; Puzzle; Action,,I would pick B and C as my top picks because the scenery just looks a bit cleaner. I wasn't a fan of the enlarged cannon in option A so I rated it last. But truthfully they're all really similar and I'm not sure anyone would really care for the small differences.
357,Male,$31-60k,White,High School,35-44,Simulation; Puzzle; Card; Board; Adventure,,Either of the first 2 is fine. I don't really care for the heavy shadows and textures on the third one.
358,Male,$0-30k,Hispanic,High School,25-34,Role Playing; Adventure; Action,,"I like the style on option C since it looks more clear and crisp. Option B is alright, although the trees look very simple. Option A looks like a blurry mess."
359,Male,$31-60k,White,Bachelor's Degree,25-34,Sports; Strategy; Arcade; Adventure; Action,,i would think that option B is most appealing because you can see in detail how the game is played
360,Male,$31-60k,White,Bachelor's Degree,25-34,Role Playing; Strategy; Puzzle; Adventure; Action,,"I like the extra lighting from the sun, it makes the picture looks less plain and grey."
361,Male,$61-100k,Black,Bachelor's Degree,35-44,Adventure; Racing; Strategy; Action; Simulation,,"In my opinion, Option C is the best looking representation out of the three choices. Option C looks a lot more detailed and realistic compared to the other choices."
362,Male,$61-100k,Asian,Bachelor's Degree,35-44,Action; Adventure; Arcade; Strategy; Role Playing,,I liked choice C and how realistic the image looks and the way the shading is very dramatic. Choice B looks a bit off and not as eye catching with the color scheme.
363,Male,$31-60k,White,Bachelor's Degree,35-44,Racing; Strategy; Action; Adventure; Role Playing,,I think C feels like it has the most depth and more realism. It seems more pleasing to the eye because of the lighting on the obstacles.
364,Male,$0-30k,Hispanic,Bachelor's Degree,25-34,Sports; Adventure; Action,,C I feel has the best overall design that meshes best together in terms of style.
365,Male,$101k+,White,Bachelor's Degree,35-44,Arcade; Strategy; Trivia; Role Playing; Simulation,,"I like the bright green and vivid colors the most in Option B, as they allow you to see everything clearly. Option C is too muted."
366,Male,$101k+,Black,Bachelor's Degree,25-34,Sports; Racing; Puzzle; Adventure; Action,,I would choose choice C first because of the natural light that is shinning on the wall which makes it to look more natural and real then choice A which has a good amount of lighting and the background looks good then last option which will be B which has the least favorite lighting and the background is not that appealing to me.
367,Male,$31-60k,White,Graduate Degree,35-44,Strategy; Action; Adventure; Arcade; Role Playing,,"I like the gray brick and green trees in my top choice, which makes for a fun design. Very cool for sure!"
368,Male,$0-30k,Black,High School,18-20,Sports; Racing; Action,,I like B the most because it gives off a cartoon-ish vibe
369,Male,$0-30k,Hispanic,Less than High School Diploma,25-34,Action; Adventure; Arcade; Role Playing; Simulation,,"C is best because the lighting ads an extra feeling of quality thats not seen in the others. B is next because the textured rock looks much better than the not textured one, and A is last because it looks lower in quality than the others."
370,Male,$61-100k,White,Graduate Degree,35-44,Adventure; Board; Card; Casino,,Choice C brightens the light in the critical region of the game.  It is easier to see.
371,Male,$61-100k,White,Graduate Degree,35-44,Trivia; Puzzle; Educational; Board; Action,,I like the color and all of these but I think I'm in the 1st 2A lighter color sky mix it a little bit more a little bit more contrast which is quite nice. It makes it a little bit up easier on the eye to see the characters and the ball
372,Male,$61-100k,Black,Bachelor's Degree,25-34,Adventure; Action; Role Playing; Strategy; Simulation,,"I like option A the best because I like the design of the trees better than the other two options and I like the gray wall area, which reminds me of weathered looking rock blocks."
373,Male,$31-60k,White,Graduate Degree,25-34,Adventure; Puzzle; Arcade,,I like the brighter coloration the most because it feels like it could be the most real and I'm actually somewhere in they daytime. The moody shadows also look pretty nice but I feel like it's slightly less engaging just because I'm not as likely to be there.
374,Male,$61-100k,White,Associate Degree,35-44,Puzzle; Trivia,,I like option A because with the lighter background you can see the main game play better.
375,Male,$0-30k,White,High School,25-34,Action; Adventure; Puzzle; Word; Music,,"C, I really like the lighting details and the texture design, it looks very appealing and makes me very interested in the game.A, I find the textures look pleasant, however the lighting looks fairly basic and not too appealing.B, I dislike the texture of the trees, and the lighting looks fairly basic, it is not very appealing."
376,Male,$61-100k,White,Graduate Degree,35-44,Adventure; Strategy; Role Playing,,I like the shadows in C.  The others look much flatter compared to it.
377,Male,$61-100k,White,Bachelor's Degree,35-44,Adventure; Arcade; Puzzle; Role Playing; Strategy,,I think the style of bricks in B looks the cleanest and most polished
378,Male,$31-60k,White,Bachelor's Degree,45-54,Card; Board; Racing; Puzzle; Adventure,,The gaming webpage was designed in unique order. It was simple but interesting style of webpage designing. I like the whole webpage design in the option C. That was looking very bright and giving an elegant look to the users.
379,Male,$101k+,White,Bachelor's Degree,35-44,Puzzle; Sports; Strategy,,"They're all very similar and I really don't have a strong opinion, but I slightly prefer the more realistic and detailed looking background in C."
